INFO     | 2020-05-25 02:33:20,130 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2020-05-25 03:53:07,022 | progress   |       Finished subset 50/55, 90.91 percent done
INFO     | 2020-05-25 03:53:40,587 | progress   |       Finished subset 51/55, 92.73 percent done
INFO     | 2020-05-25 03:54:07,567 | progress   |       Finished subset 52/55, 94.55 percent done
INFO     | 2020-05-25 03:55:02,229 | progress   |       Finished subset 53/55, 96.36 percent done
INFO     | 2020-05-25 03:55:23,784 | progress   |       Finished subset 54/55, 98.18 percent done
INFO     | 2020-05-25 03:55:53,146 | progress   |       Finished subset 55/55, 100.00 percent done
INFO     | 2020-05-25 03:55:53,147 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-05-25 03:55:53,168 | analysis_m |       Best scheme combines subsets: 'COI' and 'Cytb'
INFO     | 2020-05-25 03:55:53,168 | analysis_m |       The best scheme improves the bic score by 88.38 to 77788.4
INFO     | 2020-05-25 03:55:53,180 | analysis_m |    ***Greedy algorithm step 2***
INFO     | 2020-05-25 03:55:53,181 | analysis_m |       Analysing 9 new subset pairs
INFO     | 2020-05-25 03:59:15,647 | progress   |       Finished subset 1/9, 11.11 percent done
INFO     | 2020-05-25 04:02:00,814 | progress   |       Finished subset 2/9, 22.22 percent done
INFO     | 2020-05-25 04:04:25,511 | progress   |       Finished subset 3/9, 33.33 percent done
INFO     | 2020-05-25 04:06:34,248 | progress   |       Finished subset 4/9, 44.44 percent done
INFO     | 2020-05-25 04:09:12,249 | progress   |       Finished subset 5/9, 55.56 percent done
INFO     | 2020-05-25 04:11:13,784 | progress   |       Finished subset 6/9, 66.67 percent done
INFO     | 2020-05-25 04:14:02,806 | progress   |       Finished subset 7/9, 77.78 percent done
INFO     | 2020-05-25 04:16:35,460 | progress   |       Finished subset 8/9, 88.89 percent done
INFO     | 2020-05-25 04:17:49,730 | progress   |       Finished subset 9/9, 100.00 percent done
INFO     | 2020-05-25 04:17:49,731 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-05-25 04:17:49,736 | analysis_m |       Best scheme combines subsets: '16S' and '12S'
INFO     | 2020-05-25 04:17:49,736 | analysis_m |       The best scheme improves the bic score by 75.56 to 77712.8
INFO     | 2020-05-25 04:17:49,746 | analysis_m |    ***Greedy algorithm step 3***
INFO     | 2020-05-25 04:17:49,747 | analysis_m |       Analysing 8 new subset pairs
INFO     | 2020-05-25 04:21:48,579 | progress   |       Finished subset 1/8, 12.50 percent done
INFO     | 2020-05-25 04:23:28,363 | progress   |       Finished subset 2/8, 25.00 percent done
INFO     | 2020-05-25 04:25:32,980 | progress   |       Finished subset 3/8, 37.50 percent done
INFO     | 2020-05-25 04:26:50,746 | progress   |       Finished subset 4/8, 50.00 percent done
INFO     | 2020-05-25 04:28:28,333 | progress   |       Finished subset 5/8, 62.50 percent done
INFO     | 2020-05-25 04:29:53,469 | progress   |       Finished subset 6/8, 75.00 percent done
INFO     | 2020-05-25 04:33:32,028 | progress   |       Finished subset 7/8, 87.50 percent done
INFO     | 2020-05-25 04:35:47,263 | progress   |       Finished subset 8/8, 100.00 percent done
INFO     | 2020-05-25 04:35:47,265 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-05-25 04:35:47,270 | analysis_m |       Best scheme combines subsets: 'tRNA' and '16S, 12S'
INFO     | 2020-05-25 04:35:47,270 | analysis_m |       The best scheme improves the bic score by 47.50 to 77665.3
INFO     | 2020-05-25 04:35:47,281 | analysis_m |    ***Greedy algorithm step 4***
INFO     | 2020-05-25 04:35:47,282 | analysis_m |       Analysing 7 new subset pairs
INFO     | 2020-05-25 04:39:44,536 | progress   |       Finished subset 1/7, 14.29 percent done
INFO     | 2020-05-25 04:41:18,171 | progress   |       Finished subset 2/7, 28.57 percent done
INFO     | 2020-05-25 04:43:29,881 | progress   |       Finished subset 3/7, 42.86 percent done
INFO     | 2020-05-25 04:45:23,883 | progress   |       Finished subset 4/7, 57.14 percent done
INFO     | 2020-05-25 04:47:04,194 | progress   |       Finished subset 5/7, 71.43 percent done
INFO     | 2020-05-25 04:48:37,636 | progress   |       Finished subset 6/7, 85.71 percent done
INFO     | 2020-05-25 04:52:34,863 | progress   |       Finished subset 7/7, 100.00 percent done
INFO     | 2020-05-25 04:52:34,864 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-05-25 04:52:34,868 | analysis_m |       Best scheme combines subsets: '28S' and 'PEPCK'
INFO     | 2020-05-25 04:52:34,868 | analysis_m |       The best scheme improves the bic score by 25.45 to 77639.8
INFO     | 2020-05-25 04:52:34,879 | analysis_m |    ***Greedy algorithm step 5***
INFO     | 2020-05-25 04:52:34,879 | analysis_m |       Analysing 6 new subset pairs
INFO     | 2020-05-25 04:57:01,978 | progress   |       Finished subset 1/6, 16.67 percent done
INFO     | 2020-05-25 04:58:58,156 | progress   |       Finished subset 2/6, 33.33 percent done
INFO     | 2020-05-25 05:02:24,998 | progress   |       Finished subset 3/6, 50.00 percent done
INFO     | 2020-05-25 05:05:16,944 | progress   |       Finished subset 4/6, 66.67 percent done
INFO     | 2020-05-25 05:06:29,678 | progress   |       Finished subset 5/6, 83.33 percent done
INFO     | 2020-05-25 05:08:32,377 | progress   |       Finished subset 6/6, 100.00 percent done
INFO     | 2020-05-25 05:08:32,378 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-05-25 05:08:32,383 | analysis_m |       Best scheme combines subsets: 'enolase' and 'NaK'
INFO     | 2020-05-25 05:08:32,383 | analysis_m |       The best scheme improves the bic score by 14.08 to 77625.8
INFO     | 2020-05-25 05:08:32,393 | analysis_m |    ***Greedy algorithm step 6***
INFO     | 2020-05-25 05:08:32,394 | analysis_m |       Analysing 5 new subset pairs
INFO     | 2020-05-25 05:12:05,519 | progress   |       Finished subset 1/5, 20.00 percent done
INFO     | 2020-05-25 05:16:38,518 | progress   |       Finished subset 2/5, 40.00 percent done
INFO     | 2020-05-25 05:16:53,488 | progress   |       Finished subset 3/5, 60.00 percent done
INFO     | 2020-05-25 05:19:24,656 | progress   |       Finished subset 4/5, 80.00 percent done
INFO     | 2020-05-25 05:20:02,879 | progress   |       Finished subset 5/5, 100.00 percent done
INFO     | 2020-05-25 05:20:02,880 | analysis_m |       Finding the best partitioning scheme
INFO     | 2020-05-25 05:20:02,882 | analysis_m |       Found no schemes that improve the score, stopping
INFO     | 2020-05-25 05:20:02,882 | analysis_m |    Greedy algorithm finished after 6 steps
INFO     | 2020-05-25 05:20:02,882 | analysis_m |    Best scoring scheme is scheme step_5, with bic score of 77625.770
INFO     | 2020-05-25 05:20:02,887 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2020-05-25 05:20:02,926 | model_util |    
INFO     | 2020-05-25 05:20:02,926 | model_util |    
INFO     | 2020-05-25 05:20:02,926 | model_util |    *Citations for this analysis*
INFO     | 2020-05-25 05:20:02,926 | model_util |    -----------------------------
INFO     | 2020-05-25 05:20:02,926 | model_util |    
INFO     | 2020-05-25 05:20:02,926 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2020-05-25 05:20:02,926 | model_util |    
INFO     | 2020-05-25 05:20:02,926 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2020-05-25 05:20:02,926 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2020-05-25 05:20:02,926 | model_util |    
INFO     | 2020-05-25 05:20:02,926 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2020-05-25 05:20:02,926 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2020-05-25 05:20:02,927 | model_util |    
INFO     | 2020-05-25 05:20:02,927 | model_util |    Your analysis also used PhyML, so please cite:
INFO     | 2020-05-25 05:20:02,927 | model_util |    Guindon, S., Dufayard, J. F., Lefort, V., Anisimova, M., Hordijk, W., & Gascuel, O. (2010). New algorithms and methods to estimate maximum-likelihood phylogenies: assessing the performance of PhyML 3.0. Systematic biology, 59(3), 307-321.
INFO     | 2020-05-25 05:20:02,927 | model_util |    
INFO     | 2020-05-25 05:20:02,936 | main       | Total processing time: 2:46:42 (h:m:s)
INFO     | 2020-05-25 05:20:02,936 | main       | Processing complete.
